Tweet,Source Type,Source URL
"Total vaksin yang sudah diterima oleh Indonesia baik dalam bentuk jadi ataupun bahan baku, sejumlah 276.960.670 dosis. 

Vaksin tersebut akan didistribusikan secara merata dari Sabang hingga Marauke 

#VaksinasiMerata",Twitter Web App,#VaksinasiMerata
"ya haritu pun time roadblock kat nilai, polis tu just tanya, “dah fully vaksin?” and i said “yes”, then bagi jalan without check pun MySejahtera. 🤧 https://t.co/nUHy0m24AH",Twitter for iPhone,https://t.co/nUHy0m24AH
"'katanya' vaksin dosis 2 lebih sakit tpi barusan aku vaksin dosis 2 ga sakit sama sekaliii, ga kemeng jgaaa pdhl aku takut bgt klo di suntik👍🏻 kyknya tergantung dokter yg nyuntik sih soalnya temenku bilang sakit....",Twitter for Android,sakit....
@purplightc lah emang beneran kok wkwkw cuma kalo ada yang minta password tanpa kartu vaksin aku kasih juga.,Twitter for iPhone,juga.
@afrodityong PLSS IYAAA barusan aku vaksin ke dua tapi lebih sakit yang ini daripada yg pertama😢😢,Twitter for Android,pertama😢😢
@DrAdhamBaba @BuletinTV3 Terbaik Yb Adham. Lepas ni Malaysia dah boleh jadi salah satu negara pengeluar vaksin covid,Twitter for Android,covid
"Vaksin tidak membuat kebal dari virus penyebab COVID-19, kita masih bisa tertular dan menularkan.",Twitter Web App,menularkan.
@elkristtt Vaksin apa,Twitter for Android,apa
"@yourpetsfess biaya nya beda2 tergantung puskeswannya. steril jantan tahun lalu kena 100 rbu doang. vaksin yg gratis vaksin rabies, yg lain bayar.",Twitter Web App,bayar.
"@yourpetsfess Bisa. Vaksin trgantung kesediaan stoknya sih, biaya kurang tau. Klo steril di terdekatku jantan 450k betina 750k, ini trgantung daerah juga kok",Twitter for iPhone,kok
Ternyata baru berasa sekarang efek vaksin ke 2 nya. Udah di sekolah badan baru berasa greges. Malah udah terlanjur ada jadwal bimbel sampe sore -_-,Twitter for iPhone,-_-
@epiFX Dia nak ramai ambil vaksin dulu.,Twitter for iPhone,dulu.
"kan serumah yg dapet moderna gue doang, jadi kek abis vaksin sampe bbrp hari ke depan ditanya mulu ""beneran ga kerasa apa2?"" gt terus WKWKWK",Twitter for Android,WKWKWK
"Menurut data per 3 Oktober 2021, 45 dari 100 warga Indonesia sudah divaksinasi dosis ke 1. Semoga jumlah kedepannya meningkat, kesadaran masyarakat akan manfaat vaksin juga meningkat. #VaksinasiMerata",Twitter for Android,#VaksinasiMerata
lagi sedih belum bisa vaksin,Twitter for iPhone,vaksin
Antivaxx ni tak tergugat ke eh org yg dah vaksin ni flex mcm mcm wakakak power bethol hormon trigger dia,Twitter for iPhone,dia
"@schfess hadir ajaa nder, lawan rasa malu mu soalnya vaksin 1 skrg udh susah, sekali ada pasti cepet penuh nya, ntar buat nutupin mata bengkaknya coba pake kacamata klo ngga punya ya pede aja",Twitter for iPhone,aja
asik vaksin kedua 🤩🤩,Twitter for iPhone,🤩🤩
@kaanigaraa @putrisaarah_ Alhamdulillah akhirnya ga jadi anti vaksin dia🙏🏻😭,Twitter for iPhone,dia🙏🏻😭
Habis vaksin bukannya kenapa napa malah kebelet berak bansat,Twitter for Android,bansat
SEUNGYOUN GW LG ANTRI VAKSIN https://t.co/ZhmiEtlztJ,Twitter for Android,https://t.co/ZhmiEtlztJ
"Provinsi yg terima dosis vaksin Pfizer pd Sabtu lalu yakni: 
Kalimantan Barat
Kalimantan Utara
Kalimantan Timur
Kalimantan Tengah
Sumatera Barat
Sumatera Selatan
Bangka Belitung

Nah terbukti #VaksinasiMerata dari Sabang sampai Merauke nih👏😁",Twitter for Android,nih👏😁
"Hari ini aku masih ada 2 kuota vaksin pfizer Guys, barangkali ada yg mau, dm wa atau moro omah yaaa, jadwal sampe jam 2 siang",Twitter Web App,siang
@ditopuccino Aamiin semoga segera mendapatkan suntikan vaksin Covid-19 bagi yg belum ya Kak #VaksinasiMerata,Twitter for Android,#VaksinasiMerata
rejeki terhalang vaksin,Twitter for Android,vaksin
"Anggota Polsek Pundong laksanakan pengamanan vaksin di dsn  Geger, Seloharjo, Pundong dipimpin Kanit Sabhara Aiptu Karidin, Senin 4 Oktober 2021. https://t.co/K3KDPc7NP8",Twitter for Android,https://t.co/K3KDPc7NP8
"Vaksin yg datang secara kontine ke Indonesia membuktikan kalau stock vaksin di Indonesia aman dan mencukupi.

Jadi dgn adanya #VaksinasiMerata ini masyarakat yg ada dari Sabang Sampai Merauke nggak usah takut nggak kebagian utk divaksinasi. https://t.co/bnm8HZsGR9",Twitter for Android,https://t.co/bnm8HZsGR9
Kegiatan vaksinasi di SMAN 78 Palmerah sudah berlangsung  sejak 12 Juli 2021.  https://t.co/mI5Q4rOKz2,roltweet,https://t.co/mI5Q4rOKz2
@yourpetsfess gratis nder. tapi ada kloternya gitu kalo di domku. atoga ada giveaway jawab pertanyaan nanti hadiahnya vaksin/steril,Twitter for Android,vaksin/steril
"Vaksinasi lanjutan,
Ayo ki vaksin..!!!!!!!
#wajobermasker #wajoaman #bugis #geraivaksinpresisi #vaksinasi #VaksinAmanHalal #polreswajo #poldasulsel #divhumaspolri #FriendsFollback #mutualmillenial #programfolback #PuspitaNagari #sejutapromotor https://t.co/HOxSPCS4TS",Twitter for iPhone,https://t.co/HOxSPCS4TS
ntar sore mau vaksin degdegan pliss,Twitter for Android,pliss
"Yang punya ortu,  yuk disayang-sayang... Diikutkan ke program vaksin juga.  Biar kesehatan terjaga dan #VaksinasiMerata https://t.co/wPjWxkGBD3",Twitter Web App,https://t.co/wPjWxkGBD3
vaksin kedua berasa digigit macan,Twitter for Android,macan
"#KualaLumpur Khairy @Khairykj  berkata, meskipun jumlah populasi dewasa yang masih belum menerima vaksin sangat kecil, beberapa langkah sedang dilaksanakan bagi memastikan kadar vaksinasi ditingkatkan lagi. #sinarharian #Covid19

https://t.co/nZbKJFTE8s",Twitter Web App,https://t.co/nZbKJFTE8s
Mantep bgt padahal bsk vaksin https://t.co/FDKmUFOSjv,Twitter for Android,https://t.co/FDKmUFOSjv
@neranaaaa sakiiit aku uda vaksin ke 2 lebih sakit masa drpda yang pertama :(,Twitter for Android,:(
"ini antri vaksin atau antri sembako , eyy panjang amat 😪",Twitter for Android,😪
"gue tadi pas baru dateng tuh tempat vaksin nya rameeeee bgt bgt bgt banyak cowo trs abis ganti sweater tuh cowo2 di parkiran catcalling gue, disitu gue gemeter mau langsung pulang tapi temen gue mengangin gue",Twitter for Android,gue
"kalo mau vaksin belum sarapan gapapa kan ya, gue belum makan dari semalem,,, males,,,",Twitter for Android,"males,,,"
@loafszayn pas vaksin pertama iyaa kl pas kedua cm pegel dikit besoknya ilang,Twitter for Android,ilang
"@Sanjayaluv Wah sudah banyak nih yang vaksin,yeayy #VaksinasiMerata",Twitter for Android,#VaksinasiMerata
Putra Putri asli Papua mendukung otsus jilid II dan Vaksin Sukseskan PON https://t.co/gCGPkIr3mO,Twitter Web App,https://t.co/gCGPkIr3mO
"sebenernya kalo efek tergantung masing2 org si. kebetulan ak dapet vaksin moderna &amp; awal2 agak parno juga karena denger cerita org lain, efek moderna tu bener2 parah kek mual muntah, demam, dll. tapi alhamdulilah si kemaren 2 dosis di aku efeknya cuma pegel di bagian yg divaksin https://t.co/FjduzJIltM",Twitter for Android,https://t.co/FjduzJIltM
"Antigen Dihapus, Syarat Naik Feri Tanjungpinang-Batam Tunjukan Sertifikat Vaksin https://t.co/gxlGW4AfLG",Gokepriposting,https://t.co/gxlGW4AfLG
"Untuk pemerintah daerah ga perlu khawatir warganya ga kebagian vaksin, karena stok vaksin aman #VaksinasiMerata dari sabang sampai merauke https://t.co/XcrVZYwrsm",Twitter for Android,https://t.co/XcrVZYwrsm
"@Rosefrver biasa ajaa, cuma wktu vaksin pertama agak pegel aja",Twitter for iPhone,aja
"#vaksin #sinovac #vaksinasiperketatprokes 
vaksin skuyy ✋🏻 https://t.co/SgLWgj8QgH",Twitter for Android,https://t.co/SgLWgj8QgH
"Ada sejumlah 276.960.670  dosis total vaksin yang sudah diterima oleh Indonesia, baik dalam bentuk jadi ataupun bahan baku. Dan ini akan didistribusikan utk #VaksinasiMerata dari Sabang Sampai Merauke. Semoga pendistribusiannya lancar, masyarakat Indonesia lebih aman terlindungi",Twitter Web App,terlindungi
"@heeshoot kok gitu sihh, terus jadinya kamu balikk? atau cari tempat vaksin lainn?",Twitter for iPhone,lainn?
"@kuma_seo Semangat vaksin yuk
#VaksinasiMerata",Twitter for Android,#VaksinasiMerata
gue baru vaksin 😄 tadi ada vaksin di sekolah,Twitter for iPhone,sekolah
@luanafahmi kode booking/tiket KA Jarak Jauh dengan status terbayarkan (Paid) serta sertifikat/e-sertifikat vaksin dosis pertama. Kakak dapat melakukan Rapid Test Antigen setelah memasuki 1x24 jam dari keberangkatan KA dengan tetap menyesuaikan waktu layanan di stasiun. Trims. |2,KAI121v2,|2
"Pemerintah mengajak masyarakat untuk tidak pilah pilih jenis vaksin. Jadi ga usah dengerin orang2 yang bilang vaksin a kurang bagus, vaksin b lebih bagus. Semua manfaatnya sama ya Tweeps, agar kita terlindungi dari virus covid-19. #VaksinasiMerata",Twitter for Android,#VaksinasiMerata
Kelar sudah drama bingung vaksin di tanah rantau wkwkw I’m fully vaccinated ✅,Twitter for iPhone,✅
Hampir Selesai Kegiatan Vaksin di Desa Sidorejo Kemalang Klaten @jalinmerapi https://t.co/xdSow7K27L,Twitter for Android,https://t.co/xdSow7K27L
"Dalam kasus Indonesia yang TELAT Vaksin ketimbang Singapore - Israel, dan masyarakat secara umum ABAI terhadap protokol Kesehatan yg NONSENSE membuat sebaran Virus bolehjadi Amat Luas diluar prediksi.

Ini KABAR BAIK bagi yg faham dan sefaham

https://t.co/6sxrAmd1AT",Twitter Web App,https://t.co/6sxrAmd1AT
"By the way, pemerintah Sabtu lalu terima 453.960 dosis vaksin Pfizer nih.

Stok itu langsung dikasih ke 7 provinsi di Sumatera &amp; Kalimantan. 

Biar aman &amp; #VaksinasiMerata dari Sabang sampai Merauke, vaksin didistribusikan dgn suhu di bawah 70 derajat celsius. Brrrrrr https://t.co/bQ1WQ8h1dY",Twitter for Android,https://t.co/bQ1WQ8h1dY
eh pas vaksin ada efeknya gak di kalian???😁😁😁,Twitter for Android,kalian???😁😁😁
@dps_31 @yaudahoyi_ Kirain vaksin nya 5bulan yang lalu ngantuknnya sekarang,Twitter for Android,sekarang
pets! di puskeswan bisa steril sama vaksin ga? kalo bisa masing-masing biayanya berapa ya? makasih sebelumnya :D,YourPets,:D
"@cigerberries Tapi yang vaksin pfizer jarang ngeluh gw liat sih vyy.
Gatau karna gw ga liat ya",Twitter for Android,ya
"Yuk lindungi diri kita, orang lain dan seluruh masyarat Indonesia Sabang Sampai Merauke dengan mendukung #VaksinasiMerata 

Saya sudah 2 kali loh vaksin. Kamu? https://t.co/ZCpk9ncLNG",Twitter Web App,https://t.co/ZCpk9ncLNG
"Masih bingung mau vaksin apa kagak
Kalopun vaksin mau vaksin merk apa 😅",Twitter for iPhone,😅
Hayoo kita vaksin.. dan yg belom dapet vaksin semoga bisa mendapatkanya d daerahnya #VaksinasiMerata,Twitter for iPhone,#VaksinasiMerata
"@ennymamito Iyaa gak perlu milih2 vaksinnya apa, yg penting vaksin yaa Mba #VaksinasiMerata",Twitter for Android,#VaksinasiMerata
"Alhamdulillah... Sudah vaksin juga.  Lega rasanya.  Ihtiar sudah ditunaikan.. 
#VaksinasiMerata https://t.co/jITJjwrqGo",Twitter Web App,https://t.co/jITJjwrqGo
@CNNIndonesia Tapi tetep ga perlu dipaksa vaksin kan?,Twitter for Android,kan?
INI AKU NGANTRI KARTU VAKSIN LAMA BGT SIYALL,Twitter for Android,SIYALL
w udah vaksin,Twitter for Android,vaksin
"@HiroshimaUnivEn Beberapa bulan sebelum vaksin pfizer, saat vaksin &amp; sampai sekarang, gue tetap merokok 20 batang sehari, begadang tiap malam &amp; tak olah raga. Alhamdulillah ga ada efek demam abis vaksin. 😊 karena gue punya antivirus sekaligus booster immune 😌",Twitter for Android,😌
@_BayuSapta @yaudahoyi_ kan dah lama vaksin nya😂,Twitter Web App,nya😂
"Kliping berita korban vaksin 😳😳

[CHIRPBIRDICON][CHIRPBIRDICON]
#TiadaHariTanpaRuwet 
#TiadaHariTanpaRuwet https://t.co/uygqki8vU2",Twitter for Android,https://t.co/uygqki8vU2
"Jadi tunggu apalagi nih tweeps , yuk segera lengkapi vaksin C-19 supaya daya tahan tubuh kuat dan kita semua bisa berkegiatan luar ruang dengan aman #VaksinasiMerata",Twitter Web App,#VaksinasiMerata
info vaksin sinovac dosis 2 dong Jog makasi,JANGAN LUPA TAAT PROKES,makasi
"@Imn0tangel Astagfirullah. Hati-hati. 
Jangan memaksa Vaksin.",Twitter Web App,Vaksin.
"Asumsi PMI Kabupaten Tangerang Pungut Biaya Vaksin, Ketua PMI Bilang Menyesatkan https://t.co/iovbqhYHW8",Twitter Web App,https://t.co/iovbqhYHW8
"@Ririnwandes Aamiin. Optimis optimis optimis kalo kata Presiden 😊 
Vaksin Covid-19 harus segera diberikan ke masyarakat #VaksinasiMerata agar terlindungi",Twitter for Android,terlindungi
"Catet lagi gaes kalau Minggu 3 Oktober 2021, akan kedatangan vaksin tahap ke-84 bantuan dari pemerintah AS sebanyak 800.280 dosis vaksin Pfizer. Fix semua penduduk dari Sabang Sampai Merauke mendapat #VaksinasiMerata",Twitter for Android,#VaksinasiMerata
"jangan lupa fotokopi ktp, kk, skck, sertifikat vaksin, ijazah sd sampai kuliah, piagam kejuaraan nasional, bpkb, surat tanah, buku nikah, pengalaman cc/lc juga diperlukan, surat ijin orangtua, surat dinas, apalagi ya ah belum kepikiran. https://t.co/tCiC3KgW2m",Twitter for Android,https://t.co/tCiC3KgW2m
"Vaksinasi Dan Disiplin Prokes Dapat Mencegah Penularan Varian Covid-19 serta Mencegah Potensi Lonjakan Kasus Positif Covid-19

Vaksin Sukseskan PON https://t.co/8zGZTa8KLd",Twitter Web App,https://t.co/8zGZTa8KLd
"Jangan hanya mengandalkan vaksin saja agar tidak tertular virus Covid-19, terapkan disiplin protokol kesehatan yg ketat sebagai upaya melengkapi intervensi kesehatan dari Sabang sampai Merauke #VaksinasiMerata",Twitter for Android,#VaksinasiMerata
"Vaksinasi Dan Disiplin Prokes Dapat Mencegah Penularan Varian Covid-19 serta Mencegah Potensi Lonjakan Kasus Positif Covid-19

Vaksin Sukseskan PON https://t.co/DGQp5Csekw",Twitter Web App,https://t.co/DGQp5Csekw
"@andiniharsono Alhamdulillah masyarakat Indonesia makin banyak yang sadar pentingnya vaksin, jadi sekarang ini untuk #VaksinasiMerata dari sabang sampai merauke sudah ga kesulitan.",Twitter for Android,kesulitan.
vaksin ke dua tempat nya jauh banget buset,Twitter for Android,buset
"Yuk yang belum vaksin, selama tidak punya penyakit bawaan yang tidak diperbolehkan untuk divaksin. Supaya #VaksinasiMerata untuk Sabang sampai Merauke sukses dan semakin dekat dengan hidup normal https://t.co/lKZSs0QOCO",Twitter for Android,https://t.co/lKZSs0QOCO
"Vaksinasi Dan Disiplin Prokes Dapat Mencegah Penularan Varian Covid-19 serta Mencegah Potensi Lonjakan Kasus Positif Covid-19

Vaksin Sukseskan PON https://t.co/8lDUJyFnZk",Twitter Web App,https://t.co/8lDUJyFnZk
"Vaksinasi Dan Disiplin Prokes Dapat Mencegah Penularan Varian Covid-19 serta Mencegah Potensi Lonjakan Kasus Positif Covid-19

Vaksin Sukseskan PON https://t.co/X8qROHX0bS",Twitter Web App,https://t.co/X8qROHX0bS
"Penerapan rantai distribusi dingin dgn suhu dibawah -70 derajat celsius.

Program #VaksinasiMerata dgn dosis Vaksin tahap ke-81 ini didistribusi ke Kalimantan Barat, Kalimantan Utara Kalimantan Timur, Kalimantan Tengah, Sumatera Barat,Sumatera Selatan dan Bangka Belitung.",Twitter for Android,Belitung.
"Kawan-kawan yang belum vaksin,yuk segera ikut sukseskan agar #VaksinasiMerata nih. Seluruh masyarakat harus bersama-sama bisa dukung program vaksinasi.",Twitter Web App,vaksinasi.
nak bawak jaehyun pergi vaksin 🤭,Twitter for Android,🤭
"@egahendryck @inikepunyaanku @winnrcty @yourpetsfess Tapi klo mau ranap lebih baik vaksin dulu lengkap.. tiap kucing kodisinya beda, rawan penyakit masuk",Twitter for Android,masuk
@jesainly kga tau blom vaksin,Twitter for Android,vaksin
"Membuka vaksinasi di RW 08 Palmerah, Jakarta Barat dikarenakan banyaknya warga yg terpending vaksin ke-2 . Penyebabnya banyak yg buat sentra vaksin hanya di dosis pertama saja, utk vaksin kedua tidak buat lagi. Kondisi Nakes di Puskesmas juga terbatas. 

@PDI_Perjuangan https://t.co/yMl81wDGVZ",Twitter for iPhone,https://t.co/yMl81wDGVZ
@elkristtt Rasanya gmna dah di vaksin?,Twitter for Android,vaksin?
"Vaksinasi Dan Disiplin Prokes Dapat Mencegah Penularan Varian Covid-19 serta Mencegah Potensi Lonjakan Kasus Positif Covid-19

Vaksin Sukseskan PON https://t.co/ooOeB4j5kR",Twitter Web App,https://t.co/ooOeB4j5kR
"Vaksinasi Dan Disiplin Prokes Dapat Mencegah Penularan Varian Covid-19 serta Mencegah Potensi Lonjakan Kasus Positif Covid-19

Vaksin Sukseskan PON https://t.co/Ow6RpQ6kab",Twitter Web App,https://t.co/Ow6RpQ6kab
@stobelybaby bentar lg diangkat jd duta vaksin 😂,Twitter for Android,😂
"Vaksinasi Dan Disiplin Prokes Dapat Mencegah Penularan Varian Covid-19 serta Mencegah Potensi Lonjakan Kasus Positif Covid-19

Vaksin Sukseskan PON https://t.co/nXgidXcWXe",Twitter Web App,https://t.co/nXgidXcWXe
"Vaksinasi Dan Disiplin Prokes Dapat Mencegah Penularan Varian Covid-19 serta Mencegah Potensi Lonjakan Kasus Positif Covid-19

Vaksin Sukseskan PON https://t.co/DoKu7En8Ub",Twitter Web App,https://t.co/DoKu7En8Ub
"Elok lah tuu...

Dulu dok gaduh pasal geng vaksin dengan geng antivaksin ni.

Lepas tuu, hatt kaki vaksin bergaduh sesama sendiri pasal vaksin mana lagi bagus pulak 😂

Dah dapat vaksin tuu kira bersyukur jelaa https://t.co/uagqqd4kwU",Twitter for Android,https://t.co/uagqqd4kwU
gue abis vaksin bawaannya pengen tidur aja,Twitter for Android,aja
"Bermula Februari 2022, hanya pelanggan yang lengkap vaksin COVID-19 dibenarkan menaiki pesawat penerbangan Air New Zealand. 

#GetaranMY | #Jelajah 

https://t.co/EXusTKhPuy",Twitter for iPhone,https://t.co/EXusTKhPuy
@ciavxx iya kah? temenku bipo tp udh vaksin ci,Twitter for Android,ci
"Ada yang sampai saat ini nggak mau vaksin karena takut jarum suntik? Saya punya triknya!

Trik pengalaman teman saya yang takut sakit waktu suntik, lengannya diolesi pake tissue magic😂

Sebenarnya ini rahasia tapi demi #VaksinasiMerata dr Sabang Sampai Merauke saya bagi di sini",Twitter for Android,sini
@afrodityong aaa jadi takut nanti tgl 12 vaksin kedua:(,Twitter for iPhone,kedua:(
Yang mau vaksin Aztra dosis 2 hari ini di UB  #vaksinmalang,Twitter for iPhone,#vaksinmalang
"Ternyata repot yah urus sertifikasi vaksin internasional di PeduliLindungi HIHIHI 
Bukan repot, tapi bertele2",Twitter Web App,bertele2
"Begitu vaksin sudah diterima pemerintah daerah, bisa langsung disuntikkan kepada masyarakat, agar masyarakat dari Sabang Sampai Marauke bisa mendapat perlindungan #VaksinasiMerata",Twitter for Android,#VaksinasiMerata
Kalau gitu bagi jela gun license kat yang complete dose. Yang tak vaksin kan ancaman so boleh la te- https://t.co/BwWEBeKvi7,Twitter Web App,https://t.co/BwWEBeKvi7
"beres vaksin kalakah ngadodorong motor anying, jabaning lumayan jauh langsung nyareuri awak:(((",Twitter for Android,awak:(((
Oya sebagai tambahan informasi baru-baru ini tanggal 2 Oktober 2021 Indonesia kedatangan lagi nih vaksin C-19 AstraZeneca  tahap ke 83 sejumlah 600.000 dosis #VaksinasiMerata,Twitter Web App,#VaksinasiMerata
Habis jd petugas vaksin lama lama jadi calo vaksin. Yawlaa istighfar,Twitter for Android,istighfar
"SETAN, IBLIS, ATAU DAJJAL HANYA MEMPUNYAI KUASA BERBISIK UNTUK VAKSIN KEPADAMU.
TAPI DIA TIDAK BISA MEMAKSAMU.
KARENA KAMU MEMILIKI KEBEBASAN MEMILIH.
JADI, JANGAN SALAHKAN DAJJAL KALAU PADA AKHIRNYA KAMU MEMILIH VAKSIN.",Twitter for Android,VAKSIN.
Yo sing arep vaksin moderna.... https://t.co/7JsQYTgSTA,Twitter for Android,https://t.co/7JsQYTgSTA
"@renjunphile0_0 CIE MAU VAKSIN, SEMANGAT KAKAKKU",Twitter for Android,KAKAKKU
"Aku asline powerrenjes, mergo bar vaksin sinovac kekuatanku ilang:)
.
@wegahpegat @YowisDewe @kadangjadimerah @BayuSantoso02 
@OjoKulinoMekso",Twitter for Android,@OjoKulinoMekso
"@aynaqistnna_ tngh hri jgk , tk sakit ke do vaksin ? aku rsa mengantuk gila sampai terfikir nurse tu cucuk ubat tidur kat aku HAHAHAHAHA",Twitter for Android,HAHAHAHAHA
